"id","ts","min","max","avg","p50","p95","p99","sum","cnt"
36,"2018-06-16 21:00:00",1,2023,48,20,130,286,49635,1015
71,"2018-06-18 08:00:00",1,5613,114,46,286,756,170741,1491
72,"2018-06-18 09:00:00",1,6970,177,56,615,1053,258413,1456
76,"2018-06-18 13:00:00",1,3964,84,40,406,702,121232,1437
4,"2018-06-15 13:00:00",1,2827,65,40,257,386,227504,3457
5,"2018-06-15 14:00:00",1,5175,78,33,261,582,115122,1467
11,"2018-06-15 20:00:00",1,3556,117,41,355,882,133834,1140
1,"2018-06-15 10:00:00",1,2529,68,30,142,349,18453,271
28,"2018-06-16 13:00:00",1,1532,46,17,163,340,59447,1265
12,"2018-06-15 21:00:00",1,1747,88,50,248,455,74236,843
29,"2018-06-16 14:00:00",1,1751,54,23,122,417,66405,1227
49,"2018-06-17 10:00:00",1,2331,77,52,216,440,94446,1222
42,"2018-06-17 03:00:00",1,2288,68,56,111,286,58476,855
30,"2018-06-16 15:00:00",1,4077,57,28,154,538,94633,1654
17,"2018-06-16 02:00:00",1,1805,90,52,259,411,58810,649
2,"2018-06-15 11:00:00",1,4896,86,40,307,617,100287,1154
6,"2018-06-15 15:00:00",1,5137,96,48,370,643,92984,964
13,"2018-06-15 22:00:00",1,22595,176,55,386,1442,134671,761
15,"2018-06-16 00:00:00",1,3223,87,47,283,466,64734,739
18,"2018-06-16 03:00:00",1,1520,73,47,159,368,57632,789
7,"2018-06-15 16:00:00",1,2888,74,39,199,489,75745,1016
14,"2018-06-15 23:00:00",1,2321,86,45,252,455,70658,818
27,"2018-06-16 12:00:00",1,2402,46,20,112,424,67318,1450
8,"2018-06-15 17:00:00",1,2768,79,41,252,496,75722,954
3,"2018-06-15 12:00:00",1,10967,104,37,466,892,114073,1091
33,"2018-06-16 18:00:00",1,5059,67,24,225,599,83089,1224
16,"2018-06-16 01:00:00",1,5326,83,44,308,457,54881,658
19,"2018-06-16 04:00:00",1,14707,103,46,293,754,80255,774
21,"2018-06-16 06:00:00",1,2784,72,38,185,404,64998,892
20,"2018-06-16 05:00:00",1,2055,78,46,225,461,60655,768
23,"2018-06-16 08:00:00",1,14723,64,25,132,608,76975,1198
22,"2018-06-16 07:00:00",1,2770,62,27,151,511,73922,1186
10,"2018-06-15 19:00:00",1,2464,69,35,219,441,77989,1128
9,"2018-06-15 18:00:00",1,2304,73,36,245,483,72424,982
26,"2018-06-16 11:00:00",1,1577,46,24,138,350,70368,1507
24,"2018-06-16 09:00:00",1,5060,86,24,272,710,112544,1305
50,"2018-06-17 11:00:00",1,5012,86,46,193,754,111339,1290
35,"2018-06-16 20:00:00",1,1738,48,25,128,303,52231,1080
25,"2018-06-16 10:00:00",1,6000,79,48,195,478,96775,1215
52,"2018-06-17 13:00:00",1,1564,59,46,157,321,72714,1218
31,"2018-06-16 16:00:00",1,5747,64,23,292,653,174773,2702
54,"2018-06-17 15:00:00",1,1700,67,48,160,450,82744,1225
61,"2018-06-17 22:00:00",1,76493,329,33,2426,2682,188832,573
63,"2018-06-18 00:00:00",1,2388,88,53,182,470,88237,993
48,"2018-06-17 09:00:00",1,2399,82,41,223,507,113391,1378
40,"2018-06-17 01:00:00",1,1793,72,55,184,296,54858,754
38,"2018-06-16 23:00:00",1,13287,89,60,341,526,77288,867
64,"2018-06-18 01:00:00",1,1973,78,54,181,482,75967,962
45,"2018-06-17 06:00:00",1,1943,62,44,160,372,75564,1214
37,"2018-06-16 22:00:00",1,26009,249,86,776,986,291917,1169
44,"2018-06-17 05:00:00",1,1675,82,53,174,479,79959,974
75,"2018-06-18 12:00:00",1,2797,101,49,328,676,155804,1529
34,"2018-06-16 19:00:00",1,5023,86,25,294,671,108344,1249
32,"2018-06-16 17:00:00",1,6088,53,26,181,376,129026,2422
39,"2018-06-17 00:00:00",1,2592,84,57,170,402,75358,890
46,"2018-06-17 07:00:00",1,2419,165,113,312,567,196670,1186
51,"2018-06-17 12:00:00",1,3184,78,50,181,457,89709,1147
58,"2018-06-17 19:00:00",1,3428,71,49,191,566,135873,1911
41,"2018-06-17 02:00:00",1,2522,70,55,156,315,60993,870
43,"2018-06-17 04:00:00",1,5016,95,60,145,584,84263,884
60,"2018-06-17 21:00:00",1,3547,117,35,377,710,93419,795
59,"2018-06-17 20:00:00",1,5012,87,25,293,575,58582,673
56,"2018-06-17 17:00:00",1,6821,80,51,269,596,107385,1331
53,"2018-06-17 14:00:00",1,3802,79,36,305,656,87862,1106
47,"2018-06-17 08:00:00",1,6229,272,157,542,1016,355989,1308
62,"2018-06-17 23:00:00",1,2263,100,49,354,619,83800,830
68,"2018-06-18 05:00:00",1,2976,71,59,243,603,261743,3653
57,"2018-06-17 18:00:00",1,4231,66,50,175,462,105197,1574
55,"2018-06-17 16:00:00",1,2432,70,46,183,481,161269,2294
69,"2018-06-18 06:00:00",1,6374,97,51,304,778,123786,1266
73,"2018-06-18 10:00:00",1,2893,80,49,219,525,104474,1293
65,"2018-06-18 02:00:00",1,2501,75,52,172,432,82041,1082
67,"2018-06-18 04:00:00",1,5043,77,52,225,478,96780,1254
66,"2018-06-18 03:00:00",1,2706,64,49,172,476,244897,3804
74,"2018-06-18 11:00:00",1,5313,83,47,277,635,128488,1541
70,"2018-06-18 07:00:00",1,6663,89,51,263,673,118387,1330
77,"2018-06-18 14:00:00",1,7999,127,48,468,873,63973,502
79,"2018-06-18 18:00:00",1,5010,160,47,606,1058,223725,1395
78,"2018-06-18 17:00:00",1,5968,86,30,290,669,85222,986
84,"2018-06-18 23:00:00",1,11408,110,39,466,1457,217381,1969
81,"2018-06-18 20:00:00",1,3794,68,45,185,372,81368,1191
80,"2018-06-18 19:00:00",1,2314,58,38,139,421,55598,948
82,"2018-06-18 21:00:00",1,3430,71,39,176,554,90782,1271
83,"2018-06-18 22:00:00",1,26914,123,38,393,1573,215331,1744
86,"2018-06-19 01:00:00",1,1925,90,27,242,1162,140476,1551
88,"2018-06-19 03:00:00",1,2471,155,34,608,1426,225900,1455
85,"2018-06-19 00:00:00",1,2002,93,35,298,1271,173634,1860
87,"2018-06-19 02:00:00",1,2715,98,42,245,1299,153125,1550
90,"2018-06-19 05:00:00",1,25678,222,36,468,5310,510694,2300
89,"2018-06-19 04:00:00",1,20870,238,26,1066,1860,411790,1726
91,"2018-06-19 06:00:00",1,19830,102,20,494,1444,187230,1827
131,"2018-06-21 03:00:00",1,4134,53,55,84,242,276773,5214
97,"2018-06-19 12:00:00",1,1906,98,15,459,1242,182487,1857
98,"2018-06-19 13:00:00",1,4044,117,26,500,1358,226408,1933
156,"2018-06-22 04:00:00",1,5327,87,31,296,562,177807,2032
108,"2018-06-19 23:00:00",1,6884,52,7,154,574,223678,4270
102,"2018-06-19 17:00:00",1,16499,63,19,144,849,104167,1628
104,"2018-06-19 19:00:00",1,1849,50,19,155,452,91282,1791
99,"2018-06-19 14:00:00",1,5643,108,25,494,1378,197790,1822
100,"2018-06-19 15:00:00",1,6964,130,23,734,1382,217867,1664
101,"2018-06-19 16:00:00",1,2782,81,18,345,964,135249,1653
111,"2018-06-20 02:00:00",1,2074,59,7,169,924,258726,4320
118,"2018-06-20 09:00:00",1,3879,51,38,92,335,226772,4413
123,"2018-06-20 19:00:00",1,5672,33,9,119,375,178854,5368
133,"2018-06-21 05:00:00",1,2836,51,52,80,283,263390,5082
137,"2018-06-21 09:00:00",1,5134,74,55,150,463,389702,5237
109,"2018-06-20 00:00:00",1,4323,47,6,133,698,208175,4403
140,"2018-06-21 12:00:00",1,9853,75,57,229,475,382332,5054
145,"2018-06-21 17:00:00",1,5145,65,55,100,350,339759,5197
152,"2018-06-22 00:00:00",1,1518,86,56,221,909,167254,1924
164,"2018-06-22 12:00:00",1,3662,143,30,537,722,133227,931
139,"2018-06-21 11:00:00",1,3893,65,57,93,396,332085,5071
117,"2018-06-20 08:00:00",1,2774,54,30,147,445,249977,4627
114,"2018-06-20 05:00:00",1,1934,83,2,655,879,295042,3547
128,"2018-06-21 00:00:00",1,414034,132,45,106,257,682068,5142
112,"2018-06-20 03:00:00",1,23010,62,5,157,925,275868,4379
141,"2018-06-21 13:00:00",1,6169,74,58,137,507,373434,5018
166,"2018-06-22 14:00:00",1,2512,81,17,255,488,81181,999
124,"2018-06-20 20:00:00",1,4555,52,44,112,315,278356,5294
127,"2018-06-20 23:00:00",1,2333,50,45,110,205,249781,4911
132,"2018-06-21 04:00:00",1,4737,56,55,112,249,291508,5137
149,"2018-06-21 21:00:00",1,5612,66,47,95,519,327965,4904
116,"2018-06-20 07:00:00",1,12141,70,28,279,624,366386,5197
93,"2018-06-19 08:00:00",1,5485,124,20,646,1184,233798,1884
92,"2018-06-19 07:00:00",1,3143,66,17,291,881,140125,2111
129,"2018-06-21 01:00:00",1,1469,53,54,85,179,275900,5158
121,"2018-06-20 12:00:00",1,5672,53,43,104,349,236052,4381
94,"2018-06-19 09:00:00",1,2974,91,16,446,1065,163962,1789
95,"2018-06-19 10:00:00",1,4489,140,22,786,1477,266658,1898
96,"2018-06-19 11:00:00",1,4361,123,21,631,1469,245557,1994
138,"2018-06-21 10:00:00",1,4657,64,54,116,380,335785,5218
158,"2018-06-22 06:00:00",1,4169,75,10,321,853,113034,1503
126,"2018-06-20 22:00:00",1,22440,51,39,86,232,263913,5115
113,"2018-06-20 04:00:00",1,5010,49,2,178,606,195813,3984
110,"2018-06-20 01:00:00",1,2476,49,6,123,757,213906,4296
148,"2018-06-21 20:00:00",1,6370,73,52,152,644,353359,4828
122,"2018-06-20 18:00:00",1,3780,30,11,97,273,167494,5461
120,"2018-06-20 11:00:00",1,5179,77,32,420,746,399946,5168
105,"2018-06-19 20:00:00",1,6734,60,20,235,644,107440,1782
106,"2018-06-19 21:00:00",1,16483,83,19,360,844,209141,2496
103,"2018-06-19 18:00:00",1,3167,52,22,168,449,96374,1836
150,"2018-06-21 22:00:00",1,8313,70,49,127,442,345585,4879
107,"2018-06-19 22:00:00",1,4119,51,9,167,482,200052,3866
115,"2018-06-20 06:00:00",1,7116,130,10,1013,1244,485102,3731
153,"2018-06-22 01:00:00",1,1608,44,27,132,265,90539,2020
130,"2018-06-21 02:00:00",1,5680,52,53,90,200,278580,5288
119,"2018-06-20 10:00:00",1,7148,57,33,126,501,247739,4311
160,"2018-06-22 08:00:00",1,2506,44,9,187,450,69032,1536
143,"2018-06-21 15:00:00",1,2303,86,55,263,501,415793,4808
135,"2018-06-21 07:00:00",1,10364,74,53,204,475,379817,5069
125,"2018-06-20 21:00:00",1,3454,52,27,153,432,267340,5109
142,"2018-06-21 14:00:00",1,3384,69,56,128,534,342915,4966
134,"2018-06-21 06:00:00",1,5624,60,53,103,495,324456,5326
144,"2018-06-21 16:00:00",1,3188,64,53,98,430,338631,5226
136,"2018-06-21 08:00:00",1,3790,62,52,125,414,339601,5397
155,"2018-06-22 03:00:00",1,11408,53,15,292,660,109486,2043
154,"2018-06-22 02:00:00",1,1884,41,15,113,341,72524,1756
147,"2018-06-21 19:00:00",1,3439,64,56,114,397,315955,4905
146,"2018-06-21 18:00:00",1,4219,60,53,113,427,310054,5087
157,"2018-06-22 05:00:00",1,2368,71,31,175,444,181403,2540
163,"2018-06-22 11:00:00",1,7098,91,23,391,599,95360,1042
159,"2018-06-22 07:00:00",1,7227,88,10,376,1158,145368,1637
169,"2018-06-22 17:00:00",1,5879,85,28,273,697,210277,2472
151,"2018-06-21 23:00:00",1,2350,86,52,210,995,226955,2615
161,"2018-06-22 09:00:00",1,3807,49,21,223,384,51379,1044
165,"2018-06-22 13:00:00",1,3095,67,8,368,620,131435,1950
172,"2018-06-22 20:00:00",1,4250,81,42,306,601,118057,1447
171,"2018-06-22 19:00:00",1,6241,98,54,272,778,140814,1435
167,"2018-06-22 15:00:00",1,5737,65,23,344,545,68213,1046
162,"2018-06-22 10:00:00",1,1468,56,30,159,286,44977,797
178,"2018-06-23 02:00:00",1,1874,56,30,161,548,91268,1615
168,"2018-06-22 16:00:00",1,1579,90,25,338,627,76069,844
170,"2018-06-22 18:00:00",1,5093,69,43,231,612,150357,2153
173,"2018-06-22 21:00:00",1,414017,404,45,220,7485,517264,1280
174,"2018-06-22 22:00:00",1,5814,88,57,212,658,123153,1384
175,"2018-06-22 23:00:00",1,21107,83,36,142,1065,115283,1373
176,"2018-06-23 00:00:00",1,1971,58,34,170,468,85898,1461
177,"2018-06-23 01:00:00",1,1391,63,35,180,553,86278,1369
179,"2018-06-23 03:00:00",1,1664,67,34,214,529,88543,1309
180,"2018-06-23 04:00:00",1,1737,66,37,236,554,101435,1522
181,"2018-06-23 05:00:00",1,1424,63,32,197,554,95202,1492
182,"2018-06-23 06:00:00",1,1360,59,34,213,480,93759,1582
205,"2018-06-24 05:00:00",1,2385,59,28,180,525,75017,1266
235,"2018-06-25 11:00:00",1,5376,69,28,251,648,165293,2390
242,"2018-06-25 18:00:00",1,5170,78,36,314,720,118818,1507
211,"2018-06-24 11:00:00",1,5010,57,20,223,618,90002,1560
195,"2018-06-23 19:00:00",1,2402,59,12,219,652,91646,1540
200,"2018-06-24 00:00:00",1,5170,68,21,181,670,74762,1084
220,"2018-06-24 20:00:00",1,2081,76,30,230,726,100397,1306
243,"2018-06-25 19:00:00",1,7725,93,30,423,1002,184278,1981
210,"2018-06-24 10:00:00",1,13998,87,21,274,1044,119421,1370
194,"2018-06-23 18:00:00",1,5642,120,21,545,800,192220,1592
188,"2018-06-23 12:00:00",1,1738,63,30,214,586,106386,1668
183,"2018-06-23 07:00:00",1,1999,63,26,264,643,115343,1826
252,"2018-06-26 04:00:00",1,5708,89,45,337,669,143143,1602
203,"2018-06-24 03:00:00",1,1243,63,26,211,557,78747,1248
212,"2018-06-24 12:00:00",1,3169,59,24,202,612,96491,1633
186,"2018-06-23 10:00:00",1,6123,66,26,295,638,111003,1659
190,"2018-06-23 14:00:00",1,5201,54,24,177,617,106335,1963
216,"2018-06-24 16:00:00",1,6568,80,27,222,952,126042,1561
256,"2018-06-26 08:00:00",1,7180,79,41,211,679,99068,1251
217,"2018-06-24 17:00:00",1,414016,317,23,191,7453,505523,1592
230,"2018-06-25 06:00:00",1,9823,96,49,304,755,127704,1321
219,"2018-06-24 19:00:00",1,414017,382,26,293,7805,533438,1395
253,"2018-06-26 05:00:00",1,4173,113,54,349,813,124133,1098
193,"2018-06-23 17:00:00",1,1641,107,25,549,878,208861,1948
213,"2018-06-24 13:00:00",1,5016,83,31,280,810,117226,1406
209,"2018-06-24 09:00:00",1,12818,60,23,187,493,98124,1613
206,"2018-06-24 06:00:00",1,2041,71,30,245,622,93679,1316
222,"2018-06-24 22:00:00",1,70614,90,31,290,2169,263256,2918
184,"2018-06-23 08:00:00",1,3578,69,34,256,669,110587,1593
236,"2018-06-25 12:00:00",1,4418,68,38,199,723,142111,2062
218,"2018-06-24 18:00:00",1,1530,60,22,273,570,96780,1611
223,"2018-06-24 23:00:00",1,1333,103,36,386,903,93823,910
214,"2018-06-24 14:00:00",1,5622,67,25,225,647,94745,1414
192,"2018-06-23 16:00:00",1,1445,54,26,158,535,86488,1600
233,"2018-06-25 09:00:00",1,4458,282,169,476,996,572804,2028
201,"2018-06-24 01:00:00",1,3436,55,20,151,542,69300,1246
187,"2018-06-23 11:00:00",1,2109,52,26,121,556,85446,1627
189,"2018-06-23 13:00:00",1,27318,101,23,212,1871,179578,1761
208,"2018-06-24 08:00:00",1,7850,91,22,436,911,138573,1521
204,"2018-06-24 04:00:00",1,1467,58,22,206,492,65657,1115
255,"2018-06-26 07:00:00",1,5369,70,40,182,518,112622,1598
185,"2018-06-23 09:00:00",1,2010,62,32,230,560,97894,1572
244,"2018-06-25 20:00:00",1,5060,59,19,204,619,98736,1654
245,"2018-06-25 21:00:00",1,3526,65,19,303,566,102375,1554
227,"2018-06-25 03:00:00",1,1805,92,33,340,902,112450,1221
197,"2018-06-23 21:00:00",1,1408,74,21,218,469,115176,1554
250,"2018-06-26 02:00:00",1,3293,63,42,182,487,87945,1379
191,"2018-06-23 15:00:00",1,4425,65,23,244,642,107352,1651
196,"2018-06-23 20:00:00",1,3714,55,18,179,550,69573,1248
215,"2018-06-24 15:00:00",1,1294,54,27,143,433,61290,1116
198,"2018-06-23 22:00:00",1,24634,98,18,205,1277,120669,1227
202,"2018-06-24 02:00:00",1,2508,53,21,152,498,67905,1258
199,"2018-06-23 23:00:00",1,1384,54,27,195,439,69375,1284
228,"2018-06-25 04:00:00",1,2077,100,25,322,934,98121,979
257,"2018-06-26 09:00:00",1,4970,75,43,218,587,104312,1382
224,"2018-06-25 00:00:00",1,1298,93,36,332,878,114707,1224
207,"2018-06-24 07:00:00",1,3149,91,31,400,876,137292,1496
229,"2018-06-25 05:00:00",1,7117,71,26,281,688,96363,1354
226,"2018-06-25 02:00:00",1,1566,100,29,313,895,88378,877
240,"2018-06-25 16:00:00",1,1973,83,38,320,756,137954,1649
237,"2018-06-25 13:00:00",1,5270,81,39,267,785,167440,2054
254,"2018-06-26 06:00:00",1,3510,66,48,164,437,86329,1303
261,"2018-06-26 13:00:00",1,1975,69,43,199,459,84117,1212
225,"2018-06-25 01:00:00",1,1539,102,31,418,932,100544,977
221,"2018-06-24 21:00:00",1,5174,91,30,291,925,126344,1378
238,"2018-06-25 14:00:00",1,5030,69,43,173,639,138218,1989
231,"2018-06-25 07:00:00",1,6051,87,45,245,704,134831,1545
232,"2018-06-25 08:00:00",1,6152,74,35,263,767,136593,1829
262,"2018-06-26 14:00:00",1,3370,66,41,207,527,99464,1488
234,"2018-06-25 10:00:00",1,4892,271,193,389,969,724012,2667
241,"2018-06-25 17:00:00",1,3769,68,34,203,686,119245,1733
239,"2018-06-25 15:00:00",1,5656,71,37,197,761,127980,1784
246,"2018-06-25 22:00:00",1,10399,72,16,201,870,98542,1362
249,"2018-06-26 01:00:00",1,5236,46,21,117,473,95879,2056
260,"2018-06-26 12:00:00",1,414017,339,42,160,7375,507478,1493
247,"2018-06-25 23:00:00",1,2144,55,18,157,504,77995,1403
248,"2018-06-26 00:00:00",1,3325,53,17,206,515,79816,1482
251,"2018-06-26 03:00:00",1,20035,104,41,272,831,129400,1237
258,"2018-06-26 10:00:00",1,2687,96,60,213,514,115972,1205
259,"2018-06-26 11:00:00",1,12235,76,45,174,598,103357,1354
264,"2018-06-26 16:00:00",1,414016,451,46,157,7400,496563,1099
263,"2018-06-26 15:00:00",1,6559,73,43,222,541,98290,1334
265,"2018-06-26 17:00:00",1,5073,84,42,308,564,110710,1314
266,"2018-06-26 18:00:00",1,414015,348,39,155,7277,498089,1431
268,"2018-06-26 20:00:00",1,1696,59,43,130,346,69524,1173
267,"2018-06-26 19:00:00",1,1616,61,43,177,447,76712,1250
269,"2018-06-26 21:00:00",1,2925,75,47,182,447,74714,991
270,"2018-06-26 22:00:00",1,1964,71,48,132,473,68951,958
271,"2018-06-26 23:00:00",1,5173,71,49,156,382,64247,899
272,"2018-06-27 00:00:00",1,3375,68,48,158,375,63249,918
274,"2018-06-27 02:00:00",1,1387,76,44,167,411,86154,1132
310,"2018-06-28 14:00:00",1,4820,60,42,129,399,79231,1300
320,"2018-06-29 00:00:00",1,1997,77,49,171,482,83987,1081
333,"2018-06-29 13:00:00",1,2671,66,32,216,492,85853,1294
288,"2018-06-27 16:00:00",1,5698,74,25,251,517,59335,800
279,"2018-06-27 07:00:00",1,5039,311,109,1054,1448,365708,1175
302,"2018-06-28 06:00:00",1,20661,89,26,168,636,55728,624
349,"2018-06-30 05:00:00",1,2957,78,44,192,491,75884,965
329,"2018-06-29 09:00:00",1,414020,552,49,889,7951,717060,1299
327,"2018-06-29 07:00:00",1,414055,394,48,281,7746,538367,1366
275,"2018-06-27 03:00:00",1,1349,63,45,145,340,62338,985
293,"2018-06-27 21:00:00",1,5301,90,47,351,515,69898,770
282,"2018-06-27 10:00:00",1,2340,78,31,291,507,54983,696
284,"2018-06-27 12:00:00",1,3885,74,23,292,478,68414,924
287,"2018-06-27 15:00:00",1,2175,95,28,392,588,65714,689
276,"2018-06-27 04:00:00",1,5690,81,42,242,555,95822,1174
299,"2018-06-28 03:00:00",1,1963,98,33,300,355,44813,457
312,"2018-06-28 16:00:00",1,2286,50,43,148,376,84193,1664
309,"2018-06-28 13:00:00",1,5052,106,48,405,883,136271,1280
277,"2018-06-27 05:00:00",1,4578,89,40,319,632,69826,782
298,"2018-06-28 02:00:00",1,1351,106,45,304,326,37104,349
315,"2018-06-28 19:00:00",1,1884,75,46,241,497,105080,1398
330,"2018-06-29 10:00:00",1,6850,81,40,278,565,87815,1082
292,"2018-06-27 20:00:00",1,2955,71,31,343,446,50872,713
300,"2018-06-28 04:00:00",1,1288,93,46,397,474,53211,572
335,"2018-06-29 15:00:00",1,6042,92,33,295,632,116534,1255
280,"2018-06-27 08:00:00",1,11439,254,27,675,788,205313,806
297,"2018-06-28 01:00:00",1,5020,88,31,350,393,43317,489
313,"2018-06-28 17:00:00",1,3703,80,48,243,567,101284,1265
291,"2018-06-27 19:00:00",1,1758,73,29,279,389,47215,645
326,"2018-06-29 06:00:00",1,1467,75,50,217,464,101945,1357
328,"2018-06-29 08:00:00",1,3198,134,49,371,759,222758,1660
337,"2018-06-29 17:00:00",1,1472,67,36,209,400,66973,997
278,"2018-06-27 06:00:00",1,6949,124,26,590,783,107858,869
286,"2018-06-27 14:00:00",1,1876,71,20,277,438,59107,825
323,"2018-06-29 03:00:00",1,7006,84,45,267,617,115797,1374
317,"2018-06-28 21:00:00",1,4243,92,49,263,755,118253,1281
283,"2018-06-27 11:00:00",1,5826,87,43,321,526,63048,719
308,"2018-06-28 12:00:00",1,5682,78,33,241,520,78164,1002
318,"2018-06-28 22:00:00",1,16724,137,50,343,1384,160765,1170
290,"2018-06-27 18:00:00",1,2486,62,30,256,337,38793,618
295,"2018-06-27 23:00:00",1,1172,64,28,255,271,27862,431
273,"2018-06-27 01:00:00",1,1614,62,49,125,263,50397,803
296,"2018-06-28 00:00:00",1,1394,55,28,204,212,26691,482
350,"2018-06-30 06:00:00",1,2700,59,47,220,406,201239,3363
305,"2018-06-28 09:00:00",1,5005,122,41,380,407,69213,563
281,"2018-06-27 09:00:00",1,5089,89,25,356,488,67368,754
285,"2018-06-27 13:00:00",1,5005,132,96,426,538,107604,811
314,"2018-06-28 18:00:00",1,1335,91,50,400,667,123315,1341
289,"2018-06-27 17:00:00",1,1992,47,24,176,271,35567,754
301,"2018-06-28 05:00:00",1,3061,77,27,248,384,59289,769
325,"2018-06-29 05:00:00",1,4366,66,49,148,428,86777,1306
294,"2018-06-27 22:00:00",1,22921,140,29,353,763,55877,398
304,"2018-06-28 08:00:00",1,4160,133,31,434,653,102320,764
319,"2018-06-28 23:00:00",1,5291,84,49,188,573,98461,1166
303,"2018-06-28 07:00:00",1,6783,150,28,492,820,89412,594
306,"2018-06-28 10:00:00",1,8348,80,22,252,600,68596,849
322,"2018-06-29 02:00:00",1,1326,77,47,148,447,100043,1289
340,"2018-06-29 20:00:00",1,3133,78,35,240,592,84615,1073
339,"2018-06-29 19:00:00",1,1903,105,35,331,600,121659,1152
316,"2018-06-28 20:00:00",1,5069,130,44,487,1455,257620,1978
311,"2018-06-28 15:00:00",1,3594,80,42,277,457,125283,1562
307,"2018-06-28 11:00:00",1,5530,59,28,206,416,50610,857
321,"2018-06-29 01:00:00",1,3977,67,48,149,406,75254,1110
346,"2018-06-30 02:00:00",1,2167,89,47,257,534,74887,837
351,"2018-06-30 07:00:00",1,2568,61,48,202,508,208330,3372
343,"2018-06-29 23:00:00",1,2046,68,40,161,416,59410,865
332,"2018-06-29 12:00:00",1,6986,106,44,420,584,127474,1201
324,"2018-06-29 04:00:00",1,4022,66,43,150,432,84471,1275
342,"2018-06-29 22:00:00",1,30895,217,49,423,2341,211124,970
334,"2018-06-29 14:00:00",1,2305,73,29,237,522,80986,1107
331,"2018-06-29 11:00:00",1,2051,63,39,179,384,67903,1066
338,"2018-06-29 18:00:00",1,5038,83,34,232,736,92829,1107
355,"2018-06-30 11:00:00",1,2622,83,44,267,517,81553,978
336,"2018-06-29 16:00:00",1,1797,61,34,206,394,62382,1020
344,"2018-06-30 00:00:00",1,2907,129,49,463,636,108059,833
341,"2018-06-29 21:00:00",1,3715,81,39,234,595,79750,981
345,"2018-06-30 01:00:00",1,2498,109,44,367,662,96233,878
352,"2018-06-30 08:00:00",1,2555,99,50,236,661,91907,926
347,"2018-06-30 03:00:00",1,3022,76,47,309,525,106471,1390
348,"2018-06-30 04:00:00",1,4403,133,53,347,555,104340,782
353,"2018-06-30 09:00:00",1,5249,85,47,209,758,129175,1507
354,"2018-06-30 10:00:00",1,5351,87,45,326,701,163953,1869
356,"2018-06-30 12:00:00",1,2372,80,46,253,436,70499,878
358,"2018-06-30 14:00:00",1,3788,63,43,143,350,62368,988
357,"2018-06-30 13:00:00",1,5058,71,45,173,356,79096,1102
359,"2018-06-30 15:00:00",1,4596,52,38,167,463,76254,1453
360,"2018-06-30 16:00:00",1,7210,76,33,206,465,73173,961
362,"2018-06-30 18:00:00",1,6022,62,35,168,407,78147,1257
361,"2018-06-30 17:00:00",1,4146,54,28,171,358,55346,1014
363,"2018-06-30 19:00:00",1,5116,85,38,265,460,94655,1102
364,"2018-06-30 20:00:00",1,2000,48,34,119,285,55417,1136
367,"2018-06-30 23:00:00",1,2085,56,31,118,380,60836,1086
365,"2018-06-30 21:00:00",1,5146,50,25,117,449,71445,1412
366,"2018-06-30 22:00:00",1,20193,62,27,121,593,71785,1144
440,"2018-07-04 00:00:00",1,414018,1117,40,168,14302,890794,797
